,Name,Category,Content
1425,Ba điều ước..,Truyện cười ngắn,"Một người đàn ông da đen bị lạc trong sa mạc. Trời nắng gắt, khát khô cả cổ mà nhìn xung quanh vẫn chỉ thấy cát là cát.
Khi gần như ngất đi, anh kêu lên: ""Thượng Đế ơi cứu con!""
Tức thì Thượng Đế hiện ra và nói ""Ta cho con 3 điều ước!""
Mừng quá, không ngần ngại, anh ước:
– Thứ nhất : Cho con được làm người da trắng. Thứ hai : Lúc nào cũng có 
một phụ nữ ngồi trong lòng. – Thứ ba : Lúc nào con cũng có nuớc uống.
” OK!” – Thượng Đế mỉm cười, và BÙM!!! Anh bỗng biến thành…""cái toilet nữ"" "
1426,Chữa bệnh nói nhảm,Truyện cười gia đình,"Một bà than phiền với bác sĩ rằng chồng bà ta hay nói lảm nhảm trong lúc ngủ. Ông bác sĩ bảo:
- Tôi có thể kê đơn giúp ông nhà thôi không nói nữa.
- Bà khách phản đối: Ồ không! Ông làm ơn kê cho tôi loại thuốc nào khiến cho ông ấy nói rõ hơn một chút."
1427,Ngon..,Truyện cười 18+,"Trong một phòng karaoke, mọi người đang hát thì mất điện, có người lên tiếng:
- Mẹ kiếp, đang ngon thì mất điện.
Một lúc sau điện sáng trở lại thì vẫn người ấy lên tiếng:
- Mẹ kiếp, đang ngon thì có điện."
1428,Chuẩn không phải Chỉnh,Truyện cười tình yêu,"Chàng trai nhận được điện thoại từ một cô gái: ""Alo tôi nghe?""
 - Dạ. Alo, anh là anh Chỉnh phải không ạ?
 - Chuẩn không phải Chỉnh.
 - Vâng. Em nè, là người hôm bữa anh có khen em đẹp đấy ạ, có thiệt em đẹp vậy không anh?
 - Chuẩn không phải Chỉnh em ơi!
 - Ôi thích thế.
 - Cái con dở người này, tao không phải Chỉnh, tao tên Chuẩn.
 - !!!!!!"
1429,Bí quyết học toán,Truyện cười học sinh,"Bạn A bảo bạn B: Cậu muốn có “bí quyết” học toán nhớ lâu không ?
 - B: Làm cách nào , chỉ cho mình với .
 - A: Dễ thôi ! Cậu chịu khó “sưu tầm” là được
 - B: Sưu tầm thế nào ?
 - A: Phải tìm vật thật, ví dụ: Hình tròn thì tìm: cam, nho, bưởi, táo…, còn hình vuông, hình chữ nhật thì tìm: Bánh trung thu, kẹo cao su…Các thứ ấy luôn để bên mình mọi lúc mọi nơi thì cậu sẽ nhớ lâu thôi .
 - B: Ồ! Hay thật! Thế còn đọan thẳng chắc phải nhờ đến “roi mây” của bố mẹ và “thước kẻ” của cô giáo để nhớ lâu phải hông nè?"
1430,Không phải ai cũng biết,Truyện cười y học,"Một người mắc bệnh tưởng mình là chuột. Sau nhiều cố gắng của các bác sĩ thần kinh, cuối cùng ông ta cũng đã tự nói ra được mình không phải là chuột. Lúc xuất viện, ông ta nhìn thấy một con mèo và lại bắt đầu run lẩy bẩy không chịu đi. Bác sĩ động viên:
 - Anh đã biết rõ mình không phải là chuột rồi mà?
 - Ông biết, tôi biết, nhưng con ác thú ăn thịt kia không biết thì sao?"
1431,Khỏi bệnh…,Truyện cười ngắn," 
Bác sĩ tâm thần : Chúc mừng anh đã khỏi bệnh!
Bệnh nhân: Mừng gì mà mừng!
Trước đây khi còn bị bệnh tôi là Alexander Đại Đế, giờ tôi chỉ là một kẻ vô danh tiểu tốt!"
1432,Giận điên lên,Truyện cười y học,"- Champagne, trứng cá đen... Nếu bác sĩ của tôi thấy tôi đang thưởng thức những thứ này, chắc ông ấy sẽ giận điên lên!
- Tại sao vậy? Ông ấy bắt anh kiêng cữ hả?
- Không, tôi đang nợ ông ta 1.000 đôla."
1433,Vô địch World Cup..,Truyện cười thế giới," 
Một ngày nọ Beckham, Văn Quyến và Thonglao nằm mơ lên thiên đàng. Beckham hỏi Chúa:
-Chúa ơi, bao giờ nước Anh vô địch World Cup? Chúa nói:
-Không lâu nữa đâu 10 năm đổ lại con à. Beckham nói:
-Ồ, lúc đó con già mất rồi rồi. Thonglao hỏi Chúa:



-Bao giờ Thái Lan vô địch World Cup? Chúa nói:
-100 năm nữa con. Thonglao nói:
-Lúc đó chắc con đã chết rồi .Văn Quyến hỏi Chúa:
-Bao giờ Việt Nam vô địch World Cup? Chúa trả lời:
-Lúc đó tao đã chết rồi!"
1434,"Việc lớn, việc nhỏ",Truyện cười gia đình,"Một ông nói với bạn về bí quyết tổ chức đời sống gia đình của mình:
- Vợ tôi quyết định tất cả những việc nhỏ, còn tôi quyết định những việc lớn. Chúng tôi không bao giờ can thiệp vào việc của nhau, không có gì phải phàn nàn cả.
- Người bạn gật gù: Có lý đấy! Thế ai phân định việc lớn, việc nhỏ?
- Chuyện vặt ấy thì cô ta quyết định."
1435,Ăn trộm của kẻ cướp,Truyện cười công sở,"Đêm khuya, hai tên trộm lẻn vào cửa hàng thời trang, ra tay vơ vét. Chợt một tên kêu lên:
- Này, nhìn kìa!
- Gì thế? - Tên kia giật mình, tưởng cảnh sát đến.
- Dã man quá, cái áo xấu thế này mà chúng nó dám đề giá 3 triệu. Cướp của bọn này là đáng lắm!"
1436,Có phong bì tôi mới ký..,Truyện cười công sở," 
Cô giáo bảo một học sinh: “Em về chép phạt 100 lần bài này và xin chữ ký của bố mẹ”.
- Thưa cô, em hứa sẽ chép đầy đủ, nhưng cô cho em xin 1 cái phong bì.
- Để làm gì?
- Bố vẫn bảo mẹ em rằng: “Thời buổi này phải có phong bì tôi mới ký”."
1437,Dùng suốt đời,Truyện cười công sở,"Khách hàng khiếu nại:
 - Cái đồng hồ tôi mua ở đây mới dùng có nửa năm đã hỏng, chỉ còn có nước quẳng đi. Thế mà ông dám bảo là tôi có thể dùng nó đến hết đời.
 - Thưa ông, vì bữa đó, tôi nom sắc diện của ông kém lắm..."
1438,Thông minh.,Truyện cười vova," 
Natasha đi học vể hớn hở bảo mẹ, mẹ ơi, hôm nay con kiếm được 2 rúp.

- Ở đâu ra thế?

- Thằng Vova đố con trèo lên cây, mỗi lần nó cho 10 kopec.

- Mày bị nó lừa rồi, nó làm thế để nhìn quần xilip của mày đấy.

- Hihi.., con biết rồi, con đâu phải đứa ngu? Cho nên hôm nay con đâu có mặc

quần xilip!!!"
1439,Ngựa và người cùng lái,Truyện cười giao thông,"- Tại sao thời xưa, khi người ta đi xe ngựa, lại có ít tai nạn giao thông hơn bây giờ?
 - Vì khi đó, tài xế không chỉ dựa vào phản xạ của riêng mình."
1440,Con vẹt phát điên.,Truyện cười vova," 
Thầy giáo cảnh cáo học sinh:
 -Không bao giờ được hôn động vật, sẽ bị lây các bệnh khác nhau. Ai có thể đưa ra ví dụ?
 -Em ạ -Vova đứng dậy- Cô em luôn hôn con vẹt của mình.
 -Thì sao??…
 -Con vẹt phát điên
 "
1441,Dừng xe không cần vật cản mới khó,Truyện cười giao thông,"Đang trong cuộc sát hạch lấy bằng lái, nữ thí sinh đâm thẳng chiếc xe vào một gốc cây. Phủi những mảnh kính vỡ trên người xuống, thanh tra giao thông thản nhiên bảo cô gái:
- Bây giờ đến phần thi tiếp theo, cô hãy dừng xe mà không cần đến vật cản phía trước!"
1442,Bài học rút ra,Truyện cười gia đình,"Một cặp vợ chồng tổ chức lễ kỷ niệm đám cưới vàng. Và một tờ báo ở địa phương đã cử phóng viên đến phỏng vấn ông chồng về bí quyết giữ gìn cuốc sống hôn nhân hạnh phúc. Người chồng kể:
- Lúc đó là tuần trăng mật. Chúng tôi đi thăm Grand Canyon, quyết định đi một chuyến xuống dưới hẻm núi bằng con la. Đi chưa được bao xa thì con la của vợ tôi bị trượt chân. Joana, vợ tôi, đã nhỏ nhẹ nói: ""Đây là lần thứ nhất"".
- Chúng tôi lại tiếp tục lên đường. Được một đoạn nữa thì con la đó lại bị trượt chân. Lần này, Joana cũng nhẹ nhàng nói: ""Giờ là lần thứ hai"".
- Được nửa dặm đường nữa thì con la bị trượt chân tiếp. Vợ tôi đã rút khẩu súng lục trong túi ra và bắn con la chết tươi. Thấy thế, tôi phản đối kịch liệt cách đối xử thô bạo của cô ấy. Khi đó, Joana nhỏ nhẹ: ""Đây là lần thứ nhất""."
1443,Quả gì?,Truyện cười khác,"- Tèo: Tí ơi! Tao đố mày biết quả gì đập thì sống mà không đập thì chết!
 - Tí: Làm gì có quả đấy
 - Tèo: Có chứ. Đấy là quả tim
 - Tí: Ừ nhỉ?"
1444,Ăn vụng gặp nhau…,Truyện cười dân gian," 
Cả hai vợ chồng nhà kia đều có tính hay ăn vụng. Một hôm, người vợ đi làm đồng về thấy trong bếp có nồi xôi đậu vừa chín tới. Ðang đói, chị ta bốc một nắm, đứng nép sau cánh cửa ăn vụng chồng.
Chưa ăn hết nửa nắm thì chồng về. Vừa bước vào cửa, ngửi thấy mùi xôi thơm phức, anh chồng cũng muốn ăn lắm, nhưng sợ vợ biết. Trông trước trông sau chỉ có xó cửa là kín nhất, anh ta nắm một nắm to định mang vào đó ăn. Vừa kéo cánh cửa ra, thì bắt gặp vợ cũng đang đứng đó ăn xôi. Anh ta hoảng hốt kêu lên:



- Ơ kìa, u mày đấy à!
Trông thấy tay vợ còn cầm nắm xôi, anh ta nhanh trí nói tiếp:
- Tôi tưởng u mày ăn hết rồi, lấy thêm cho nắm nữa đây này!"
1445,Bao quát cả sân,Truyện cười thể thao,"Sau mấy trận thua liên tiếp, trong một buổi họp, huấn luyện viên sau khi phê bình các cầu thủ kết luận:
- Cả cái sân rộng lớn như vậy các anh đều bao quát hết được. Thậm chí chỗ nào đặt máy quay của truyền hình, máy chụp ảnh của nhà báo, các anh đều biết để tạo dáng lên tivi cho đẹp mặt. Vậy mà chỉ có mỗi cầu môn đối phương nằm ở đâu mà không ai trong các anh xác định được chính xác là thế nào?"
1446,Đề phòng rủi ro,Truyện cười tình yêu,"Hai vợ chồng trẻ bàn nhau:
- Em à! Chúng mình mua một căn hộ đi!
- Em đồng ý nhưng phải tìm mua nhà tầng 1.
- Tại sao cứ phải là tầng 1?
- Để đề phòng chuyện rủi ro. Bởi vì .......   em từng quăng chồng cũ từ tầng 6 xuống đất."
1447,Lẹ lên..,Truyện cười công sở,"Một tiểu thuyết gia viết truyện mỗi ngày cho một nhật báo nọ, cuối ngày nói với ông chủ nhiệm:
- Có lẽ tôi phải sửa lại đoạn văn này một chút…
Ông chủ nhiệm:
- Anh có muốn sửa chữa, thêm thắt gì thì lè lẹ lên, xe đổ rác sắp sửa đi qua đấy."
1448,I’m sorry..,Truyện cười thế giới,"Ông Việt Nam mới học tiếng Anh vô tình đụng phải ông Tây nên nói: “I’m sorry”, ông Tây cũng lịch sự: “I’m sorry too”, ông Việt Nam nghe xong vội vàng: “I’m sorry three”, ông Tây nghe thấy lạ quá hỏi: “What are you sorry for?”, ông VN làm 
luôn: “I’m sorry five”. Ông Tây lo lắng hỏi ông Việt Nam “Sorry, are you sick”. Ông VN vẫn thản nhiên “I’m Sorry Seven”. Ông Tây tức lắm trợn mắt hỏi “Sorry, do you intend to count to eight?”. Ông Việt Nam kiên nhẫn “I’m sorry nine”… Ông Tây ngọng luôn “Then..then…” Ông Việt Nam “I’m sorry eleven…”"
1449,Trường hợp cá biệt,Truyện cười gia đình,"Con trai hỏi bố:
- Trong trường hợp nào thì người ta gửi thư đến cho nhau hở bố?
- Đó là khi người ta ở cách xa nhau, muốn trò chuyện, tâm sự hoặc có việc phải liên hệ với nhau con ạ.
- Thế sao các cô, các chú trong cơ quan bố, ngày nào cũng đi làm với bố mà thỉnh thoảng lại mang phong bì đến cho bố?
- À, đó là trường hợp cá biệt."
1450,Thầy khôn mới có trò giỏi..,Truyện cười tam quốc," 
Lại nói về A Đẩu ..

Lưu Bị sinh được quý tử thì quý hơn vàng….thoi. Quyết cho con ăn học nên người để về sau kế nghiệp cha. LB không tiếc gì miễn cho con thông minh nên người..từ enfamama đến thuốc lú không một loại nào mà LB không cho con uống để 
kích thích trí thông minh. LB tâm niệm: dù không thành công cũng thành phân…nhầm thành nhân. Thầy khôn mới có trò giỏi..không ai có thể dạy nổi cục vàng của LB trừ Khổng Minh..

Khổng Minh từ trước nay chỉ biết ăn dỗ trẻ con chứ dạy học thì thật là pó tay. Nhưng nếu từ chối thì lại về quê chăn lợn..KM không biết dạy cái gì bèn hỏi bừa

KM : A Đẩu , con hãy đặt 1 câu 1 về ta xem nào…

A Đẩu : Dạ, Thầy đúng là con đĩ !

KM tái mặt nhưng vẫn cố cười và nghĩ : mẹ, thôi thằng ngu này hay đua ngựa trái phép hỏi nó về ngựa vậy..!

KM : A Đẩu , ngựa phi nhanh gọi là gì ???

A Đẩu : Dạ, nước đại ạ!

KM hài lòng lắm hỏi tiếp : thế phi chậm ???

A Đẩu : Dạ, nước….tiểu ạ.!!

KM : ặc ặc, thông minh quá, con thông minh như cha con!!!…tiện thể đặt 1 câu về phép so sánh luôn cho ta xem???

A Đẩu được khen thì sướng lắm nhanh nhảu đọc 1 hơi : Thời tiết hôm nay xấu như con gấu, lớp học hôm nay buồn như con chuồn chuồn, bài tập hôm nay chán như con gián, thầy giáo ngu như con lu lu…..

Đến nước này thì lão Khổng không nhịn được nữa thét lên : Thôi, thế mà cũng đòi đi học, mày đúng là thần kinh dẫm phải đinh, dở hơi biết bơi, chim cút sang ju-ven-tút ngay!!!!"
1451,Giống nhà khoa học,Truyện cười học sinh,"- Cậu Minh lớp tớ cũng có tính cách giống các nhà khoa học lừng danh thế giới.
 - Say mê với công việc à?
 - Không! Đãng trí!
 - !!!"
1452,Linh cảm mẹ chồng…,Truyện cười tình yêu,"Bob đã quyết định lấy vợ, anh nói với mẹ:
- Thưa mẹ, con gặp một cô gái tuyệt vời và muốn thành hôn với cô ấy. Thứ bảy tuần tới, con sẽ dẫn ba cô bạn gái đến nhà, mẹ thử đoán xem cô nào nhé.
- Được rồi.
Ngày thứ bảy vui vẻ, cả ba cô bạn của Bob đều xinh như mộng, thông minh và duyên dáng. Tiệc tàn, các cô gái ra về, Bob hỏi:
- Mẹ đã đoán ra ai là người yêu của con chưa?
- Có phải là cô gái mặc áo xanh không?
- Đúng là cô ấy! Làm sao mà mẹ đoán được?
- Đơn giản vì mẹ đã bắt đầu cảm thấy không ưa cô ta."
1453,Chữa bệnh,Truyện cười gia đình,"
Sau khi khám cho một nữ bệnh nhân, bác sĩ nói:

- Bà hoàn toàn khoẻ mạnh. Tôi chỉ khuyên bà nên ra những nơi có không khí trong lành hơn, còn mùa đông, bà nên mặc ấm hơn chứ đừng ăn mặc hở hết cả cổ ra như thế này.

- Khi bà về nhà, người chồng hỏi: Bác sĩ bảo sao hả em?

- À, bác sĩ khuyên em mùa hè nên đi nghỉ vùng biển, còn mùa đông thì nên mặc áo lông cáo."
1454,Chạy nước gì….?,Truyện cười vova," 

Trong giờ sinh vật giảng về con ngựa.

Cô giáo: con ngựa chạy nhanh thì gọi là gì?

Vova: thưa cô nuớc đại ạ.

Cô giáo:thế con ngựa chạy chậm thì gọi là gì?

Vova: thưa cô nước….tiểu ạ"
